property_id,lat,lng,addr_street,suburb,lga,closet_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,30_sep_cases,last_14_days_cases,last_30_days_cases,last_60_days_cases
89330,-37.946945,145.00372,21 Carew Street,SANDRINGHAM, PYRENEES ,19937,3.219544709827966,34,1,0,0,0,0
913,-37.808285,144.88559,36 Bayview Road,SEDDON, EAST GIPPSLAND ,20023,0.7212718239611074,15,1,1,0,0,0
18894,-37.68489,144.93169,45 Cuthbert Street,BROADMEADOWS, WODONGA ,20030,1.083170089018508,32,1,3,0,0,0
17746,-37.706245,144.95177,81 Domain Street,HADFIELD, WYNDHAM ,19961,0.8808630288831362,30,1,99,43,33,20
27858,-37.57379,144.9237,87 Cradle Mountain Drive,CRAIGIEBURN, YARRA RANGES ,40221,3.567359970722743,41,1,5,3,2,1
61254,-37.835625,145.22867,13 Clarke Drive,RINGWOOD, MACEDON RANGES ,19871,1.616111161282864,37,1,1,1,1,0
81139,-37.970734,145.21565,3/26 Vizard Street,DANDENONG, CARDINIA ,19888,2.2033577026460303,46,1,25,10,5,3
21401,-37.769966,144.96527,6 Evans Street,BRUNSWICK, MARIBYRNONG ,19968,0.5593758728657982,16,1,22,7,5,3
64653,-37.789616,145.29652,55 Allendale Road,CROYDON, CARDINIA ,19877,1.4982452426577564,46,1,25,10,5,3
12596,-37.724728,144.78027,2/13 Kingsley Place,DELAHEY, BULOKE ,20001,1.2892284146124797,31,1,0,0,0,0
2158,-37.78527,144.88077,32 Delacey Street,MAIDSTONE, BAW BAW ,20023,1.8841000122131728,15,1,3,0,0,0
47189,-37.70094,145.15858,41 Zig Zag Road,ELTHAM, FRANKSTON ,19987,1.6937981306587648,52,1,3,3,2,1
93122,-38.018192,145.10515,29 Larnook Crescent,ASPENDALE, YARRIAMBIACK ,19862,1.0387942044567533,51,1,0,0,0,0
78250,-37.92461,145.17296,6 Selwyn Court,MULGRAVE, MACEDON RANGES ,19913,3.2576884895819767,36,1,1,1,1,0
80843,-37.971806,145.2161,15 Vizard Street,DANDENONG, CARDINIA ,19888,2.097603363288072,46,1,25,10,5,3
41975,-37.7528,145.06012,27 Martin Street,HEIDELBERG, MONASH ,19935,0.4782523220596398,34,1,16,4,3,2
73164,-37.84543,145.30548,2 Paloma Court,BORONIA, TOWONG ,19869,2.4969703584116414,44,1,0,0,0,0
72014,-37.855064,145.25734,12 Jeanette Street,BAYSWATER, INDIGO ,19870,1.7618070941795843,41,1,-1,0,0,0
24982,-37.581696,144.90971,10 Eastleigh Street,CRAIGIEBURN, YARRA RANGES ,40221,3.715351891511004,41,1,5,3,2,1
4652,-37.843315,144.87454,75 Agg Street,NEWPORT, MANSFIELD ,20023,4.716650328367675,15,1,0,0,0,0
57476,-37.81297,145.1475,1 Suffolk Street,BLACKBURN, GREATER GEELONG ,19898,0.8206841140816841,26,1,1,2,2,1
62199,-37.82105,145.2208,67 New Street,RINGWOOD, MACEDON RANGES ,19901,0.7438123545011176,32,1,1,1,1,0
15179,-37.737564,144.91997,272 Napier Street,STRATHMORE, KNOX ,20035,0.9319619231475519,21,1,23,5,3,2
21165,-37.759308,144.97351,38B Dunstan ave,BRUNSWICK, MARIBYRNONG ,19967,1.1491641212770762,18,1,22,7,5,3
3681,-37.816364,144.8628,55 Adeney Street,YARRAVILLE, MITCHELL ,20022,1.9050597419017974,17,1,14,5,3,1
95813,-37.91324,145.03664,45 Carlton Street,MCKINNON, HORSHAM ,19940,0.3573014022475103,28,1,0,0,0,0
59527,-37.809547,145.2028,19 Omega Court,MITCHAM, PORT PHILLIP ,19900,1.3396441613219576,30,1,25,8,5,3
91470,-37.98679,145.04498,26 Cromer Road,BEAUMARIS, TOWONG ,19865,1.8537127412302163,43,1,0,0,0,0
31414,-37.757492,145.00508,67 Rossmoyne Street,THORNBURY, LATROBE ,20014,0.6340510031109804,31,1,2,2,1,0
55571,-37.845783,145.06726,35 Range Street,CAMBERWELL, MELBOURNE ,19850,0.7564824965516523,23,1,23,11,8,5
23184,-37.748528,144.9599,8 McPherson Street,COBURG, MOONEE VALLEY ,19966,0.6844122713791531,21,1,41,17,12,6
63998,-37.792397,145.29674,24 ALLENDALE ROAD,CROYDON, CARDINIA ,19878,1.4595304702045315,42,1,25,10,5,3
92017,-37.98554,145.05733,15 Plummer Road,MENTONE, WEST WIMMERA ,19865,0.8001126030870571,43,1,0,0,0,0
6179,-37.780148,144.83551,14 Leonard Street,SUNSHINE, KNOX ,20021,0.9620960993596483,20,1,23,5,3,2
48639,-37.803074,145.0363,64 Malmsbury Street,KEW, SOUTH GIPPSLAND ,19904,2.0479093333230387,12,1,2,0,0,0
79012,-37.93612,145.15475,36 Springvale Road,SPRINGVALE, GREATER BENDIGO ,19914,1.4225793984630348,33,1,0,0,0,0
1763,-37.81076,144.88193,132 Chirnside Street,KINGSVILLE, ALPINE ,20023,1.0407061784567628,15,1,0,0,0,0
67289,-37.760876,145.3573,27 Cobden Crescent,LILYDALE, FRANKSTON ,19876,1.033433944418163,51,1,3,3,2,1
8506,-37.764824,144.78499,40 Chesterfield Road,CAIRNLEA, YARRA RANGES ,20003,2.3116578411681523,26,1,5,3,2,1
47307,-37.695724,145.14113,53 St Clems Road,ELTHAM NORTH, ARARAT ,19987,2.06996456207089,52,1,0,0,0,0
12701,-37.71106,144.77632,22 Marylou Court,DELAHEY, BULOKE ,20000,1.121438426049648,34,1,0,0,0,0
37553,-37.651554,145.03978,53 Peppercorn Parade,EPPING, FRANKSTON ,20005,0.8562302373963219,51,1,3,3,2,1
30202,-37.76849,144.9857,51 Zoe Circuit,NORTHCOTE, MURRINDINDI ,20016,0.8563972382917657,28,1,0,0,0,0
56709,-37.84673,145.10022,42 Somers Street,BURWOOD, MARIBYRNONG ,19849,1.8140242592273559,25,1,22,7,5,3
43767,-37.711433,145.08812,4 Papua Street,WATSONIA, MANNINGHAM ,19984,0.3833009064062384,42,1,11,6,4,2
68225,-37.84414,145.00897,9 Brookville Road,TOORAK, MANNINGHAM ,19947,0.6025027535740108,12,1,11,6,4,2
96375,-38.014324,145.28288,1 Jabiru Place,HALLAM, GLEN EIRA ,19885,1.2106611533985232,50,1,15,4,2,1
12396,-37.720898,144.77275,16 Brampton Cct,DELAHEY, BULOKE ,20001,2.0700516392915977,31,1,0,0,0,0
52155,-37.810688,144.99397,11 Shelley Street,RICHMOND, EAST GIPPSLAND ,19977,0.1334546752566528,15,1,1,0,0,0
90405,-37.96165,145.04446,27 Olympic Avenue,CHELTENHAM, YARRA RANGES ,19866,1.046138297666089,40,1,5,3,2,1
17512,-37.707188,144.95284,6 St James Street,HADFIELD, WYNDHAM ,19961,0.898889535340218,30,1,99,43,33,20
83587,-37.852177,145.00389,18 Bayview Street,PRAHRAN, BOROONDARA ,19947,0.8583080563714366,12,1,12,3,2,1
61248,-37.817505,145.22972,13  15 Kendall Street,RINGWOOD, MACEDON RANGES ,19902,0.19192768544154834,35,1,1,1,1,0
91194,-37.973118,145.04094,12 Comas Road,BEAUMARIS, TOWONG ,19866,1.395006965713205,40,1,0,0,0,0
20112,-37.796726,144.96568,252 Elgin Street,CARLTON, STRATHBOGIE ,19842,1.495672115193824,0,1,0,0,0,0
84310,-37.848328,144.98589,7 Greville Street,PRAHRAN, BOROONDARA ,19959,1.2374608199956683,9,1,12,3,2,1
46375,-37.708206,145.15678,1/49 Stanley Avenue,ELTHAM, FRANKSTON ,19987,0.9882809678344056,52,1,3,3,2,1
61607,-37.809254,145.23642,24 Georges Road,RINGWOOD, MACEDON RANGES ,19902,0.9871895884498305,35,1,1,1,1,0
83738,-37.849182,144.99976,24 Clarke Street,PRAHRAN, BOROONDARA ,19947,0.5524524503760067,12,1,12,3,2,1
44538,-37.68318,145.1287,2 Patrick Close,GREENSBOROUGH, GLEN EIRA ,19988,2.8477963456980917,56,1,15,4,2,1
69549,-37.87024,145.06879,14 Donald Street,ASHBURTON, DAREBIN ,19847,0.9787133309032152,28,1,41,21,15,8
11828,-37.722507,144.82762,36 Green Gully Road,KEILOR, ARARAT ,20001,3.077060525021001,31,1,0,0,0,0
78948,-37.956936,145.14668,30 Heather Grove,SPRINGVALE, GREATER BENDIGO ,19913,1.0181159607777257,36,1,0,0,0,0
18944,-37.67238,144.942,5 Donald Street,DALLAS, MOORABOOL ,19960,0.816253463017286,34,1,7,2,1,0
33866,-37.70971,144.99428,15 Ameily Crescent,RESERVOIR, EAST GIPPSLAND ,20009,1.3570795335493944,41,1,1,0,0,0
49501,-37.803234,145.06737,41 Birdwood Street,BALWYN, HOBSONS BAY ,19892,2.5230683671741065,18,1,20,14,15,10
14239,-37.756268,144.90343,3 St Kinnord Street,ABERFELDIE, MITCHELL ,20037,1.124281255787098,16,1,14,5,3,1
38126,-37.769802,145.0177,221 Rathmines Street,FAIRFIELD, NILLUMBIK ,19930,1.0452906038106502,26,1,4,1,1,1
43692,-37.704765,145.08466,3 Dunn Street,WATSONIA, MANNINGHAM ,19984,0.6935196976773403,42,1,11,6,4,2
9141,-37.876575,144.7562,6 Rachael Court,SEABROOK, MACEDON RANGES ,20021,11.895308281229045,20,1,1,1,1,0
6441,-37.780647,144.81824,21 Hutchinson Street,ALBION, MOIRA ,20004,0.6593822959000573,23,1,0,0,0,0
746,-37.808002,144.88768,27 Hamilton Street,SEDDON, EAST GIPPSLAND ,20024,0.696973386290674,13,1,1,0,0,0
82805,-37.902092,145.26624,5 Fairway Drive,ROWVILLE, BALLARAT ,19868,3.4133832129091783,46,1,2,1,1,0
14427,-37.741405,144.90038,4/149-151 Roberts Street,ESSENDON, NILLUMBIK ,20036,1.9231954448540705,19,1,4,1,1,1
91159,-37.987457,145.04362,104 Tramway Parade,BEAUMARIS, TOWONG ,19865,1.9898227320763877,43,1,0,0,0,0
85581,-37.883247,145.0137,37 Prentice Street,ELSTERNWICK, MORELAND ,19944,2.335716290797312,18,1,111,50,47,25
18874,-37.685658,144.92166,423 Camp Road,BROADMEADOWS, WODONGA ,20030,0.3418395932529357,32,1,3,0,0,0
12739,-37.717735,144.76865,24 Cottrell Court,DELAHEY, BULOKE ,20000,1.911763026305861,34,1,0,0,0,0
73620,-37.859943,145.29054,39 Chandler Road,BORONIA, TOWONG ,19869,0.544105764191719,44,1,0,0,0,0
9821,-37.88965,144.64075,4 Earl Court,WERRIBEE, LODDON ,20021,20.29715096089534,20,1,0,0,0,0
526,-37.795727,144.87805,2 Buxton Street,WEST FOOTSCRAY, MOIRA ,20023,0.9314585157452449,15,1,0,0,0,0
91707,-37.977844,145.0479,5 Wall Street,BEAUMARIS, TOWONG ,19866,1.3763862736141665,40,1,0,0,0,0
67543,-37.764603,145.3681,5 Rose Court,LILYDALE, FRANKSTON ,19876,2.0599968941604034,51,1,3,3,2,1
18162,-37.673557,144.9191,132 Riggall Street,BROADMEADOWS, WODONGA ,20030,1.057594916651516,32,1,3,0,0,0
63941,-37.792564,145.2967,22 Allendale Road,CROYDON, CARDINIA ,19878,1.4526909488996165,42,1,25,10,5,3
39837,-37.71475,145.02814,17 Parkhaven Avenue,KINGSBURY, ALPINE ,20009,1.8084508202703733,41,1,0,0,0,0
42234,-37.742596,145.06776,42 Douglas Street,ROSANNA, EAST GIPPSLAND ,19936,0.1463816297043733,36,1,1,0,0,0
71836,-37.857224,145.2327,87 Amesbury Avenue,WANTIRNA, CENTRAL GOLDFIELDS ,19871,3.381883891934639,37,1,0,0,0,0
40070,-37.698708,145.0619,22 Bent Street,BUNDOORA, WODONGA ,19984,2.3613125902683776,42,1,3,0,0,0
16814,-37.711323,144.95029,22 Battersea Street,HADFIELD, WYNDHAM ,19962,0.9751187112816533,28,1,99,43,33,20
68962,-37.8678,145.03531,24 Hunter Street,MALVERN, BAW BAW ,19944,0.5559686411825653,18,1,3,0,0,0
58060,-37.824184,145.14197,37 Pakenham Street,BLACKBURN, GREATER GEELONG ,19897,0.3949334713575587,27,1,1,2,2,1
11473,-37.77984,144.8869,45 River Street,MARIBYRNONG, BAW BAW ,20023,2.4495841923421513,15,1,3,0,0,0
79214,-37.955875,145.14859,55 St John Avenue,SPRINGVALE, GREATER BENDIGO ,19913,0.8272747312627862,36,1,0,0,0,0
20480,-37.757404,144.97307,133 Davies Street,BRUNSWICK, MARIBYRNONG ,19966,1.0416857909723967,21,1,22,7,5,3
7021,-37.785812,144.8193,8 Mcintosh Street,SUNSHINE, KNOX ,20004,1.024971573210269,23,1,23,5,3,2
57565,-37.819675,145.14763,11A Railway Road,BLACKBURN, GREATER GEELONG ,19898,0.2142686786425781,26,1,1,2,2,1
74745,-37.885597,145.04779,2 Holywood Grove,CARNEGIE, MELBOURNE ,19942,0.6706881544661225,24,1,23,11,8,5
29052,-37.808308,144.99844,49 Lithgow Street,ABBOTSFORD,BANYULE ,19977,0.5721678204473899,15,1,22,12,7,4
62388,-37.774605,145.24474,9 Mulsanne Way,WARRANWOOD, MACEDON RANGES ,19878,3.9155571791598898,42,1,1,1,1,0
36805,-37.64315,145.0565,13 Cavesson Court,EPPING, FRANKSTON ,45795,1.1450405034810207,54,1,3,3,2,1
6430,-37.78268,144.84106,20 Taunton st,SUNSHINE, KNOX ,20021,0.9713793130324695,20,1,23,5,3,2
28732,-37.800236,144.98904,92 Perry Street,COLLINGWOOD, MOONEE VALLEY ,19975,0.49051315039893195,18,1,41,17,12,6
85065,-37.882736,144.98566,68 Glenhuntly Road,ELWOOD, MORELAND ,19945,4.160066236541229,16,1,111,50,47,25
29959,-37.763588,144.9945,34 Emmaline Street,NORTHCOTE, MURRINDINDI ,20015,0.23150019152147527,29,1,0,0,0,0
82017,-37.9929,145.23305,27 Chestnut Road,DOVETON, HINDMARSH ,19888,2.07191830788954,46,1,0,0,0,0
30816,-37.75787,145.01262,162 Mansfield Street,THORNBURY, LATROBE ,20014,1.2754886154038254,31,1,2,2,1,0
43125,-37.718994,145.07008,39 Vincent Street,MACLEOD, WANGARATTA ,19983,0.7856164680183633,39,1,0,0,0,0
71601,-37.854824,145.23225,5 Baudelaire Avenue,WANTIRNA, CENTRAL GOLDFIELDS ,19871,3.142055109854161,37,1,0,0,0,0
78750,-37.94586,145.15738,19 Wales Street,SPRINGVALE, GREATER BENDIGO ,19913,0.5325987454994514,36,1,0,0,0,0
49249,-37.805565,145.10399,22 Evelina Street,BALWYN, HOBSONS BAY ,19896,1.5489856523156305,25,1,20,14,15,10
30775,-37.75432,145.01688,150 Dundas Street,THORNBURY, LATROBE ,20014,1.6130960182775844,31,1,2,2,1,0
53863,-37.82749,144.98904,86 Wellington Street,CREMORNE, WELLINGTON ,19908,0.3929461638180756,6,1,0,0,0,0
55639,-37.846066,145.0644,4 Range Street,CAMBERWELL, MELBOURNE ,19850,1.0086300882737824,23,1,23,11,8,5
68128,-37.844547,145.01057,5 Springfield Avenue,TOORAK, MANNINGHAM ,19947,0.7412529467193908,12,1,11,6,4,2
72056,-37.84845,145.24805,14 Phyllis Street,BAYSWATER, INDIGO ,19870,1.9178379327593424,41,1,-1,0,0,0
82581,-37.902664,145.27486,15 Jubilee Drive,ROWVILLE, BALLARAT ,19868,2.9414633548853373,46,1,2,1,1,0
9893,-37.783466,144.9283,1 Waltham Street,FLEMINGTON, WHITTLESEA ,20040,0.43396945071432974,10,1,152,69,45,23
67916,-37.84579,145.02255,190 Kooyong Road,TOORAK, MANNINGHAM ,19946,0.9418151035441978,14,1,11,6,4,2
75941,-37.90347,145.07547,216 Poath Road,HUGHESDALE, BASS COAST ,19918,0.974702152224609,24,1,0,0,0,0
76486,-37.923252,145.11435,1/25 Prince Charles Street,CLAYTON, HINDMARSH ,19915,0.5659657148247487,31,1,0,0,0,0
23546,-37.652267,144.89635,29 Mossgiel Avenue,GREENVALE, HORSHAM ,44817,2.7928918334219044,35,1,0,0,0,0
15389,-37.735146,144.91371,54 Lloyd Street,STRATHMORE, KNOX ,20034,1.365560925390375,23,1,23,5,3,2
33932,-37.725834,144.98586,16 Cool Street,RESERVOIR, EAST GIPPSLAND ,20011,1.5167706374407173,37,1,1,0,0,0
54510,-37.819016,145.03935,41 Liddiard Street,HAWTHORN, YARRA ,19904,0.3742988487164879,12,1,15,7,5,3
49813,-37.774292,145.10172,1/18 Calderwood Street,BULLEEN, MARIBYRNONG ,19935,4.087794326507435,34,1,22,7,5,3
1413,-37.80677,144.88481,75 Williamstown Road,SEDDON, EAST GIPPSLAND ,20023,0.5541559298915267,15,1,1,0,0,0
87459,-37.93145,145.00598,19 Villeroy Street,HAMPTON, WYNDHAM ,19938,2.682440349598721,32,1,99,43,33,20
67808,-37.843624,145.02252,1 Scotsburn Grove,TOORAK, MANNINGHAM ,19946,1.0984878329941303,14,1,11,6,4,2
15635,-37.74706,144.88133,25 Rose Avenue,NIDDRIE, MANSFIELD ,20037,3.2264434623856992,16,1,0,0,0,0
39925,-37.707077,145.06647,2 Balmoral Avenue,BUNDOORA, WODONGA ,19984,1.5858200611077664,42,1,3,0,0,0
36941,-37.649204,145.03688,17 Touhey Avenue,EPPING, FRANKSTON ,20005,0.6930950643386304,51,1,3,3,2,1
88489,-37.94659,145.03677,15 Allen Street,HIGHETT, GREATER DANDENONG ,19872,0.49191641879001313,37,1,36,9,6,3
76078,-37.894028,145.08025,31 Euston Road,HUGHESDALE, BASS COAST ,19918,0.24825719336788213,24,1,0,0,0,0
33158,-37.732975,145.01816,72 Madeline Street,PRESTON, BOROONDARA ,20011,1.44700066932724,37,1,12,3,2,1
34423,-37.703026,145.02863,25 Invermay Street,RESERVOIR, EAST GIPPSLAND ,20008,1.7316432236144268,44,1,1,0,0,0
13172,-37.705166,144.74974,45 Timele Dr,HILLSIDE, GREATER DANDENONG ,20000,2.1988172527606187,34,1,36,9,6,3
62848,-37.832775,145.23064,308b Canterbury Road,HEATHMONT, HORSHAM ,19871,1.320333452791831,37,1,0,0,0,0
25936,-37.609062,144.92346,21 Brecon Nook,CRAIGIEBURN, YARRA RANGES ,40221,1.9280826256379158,41,1,5,3,2,1
56983,-37.82196,145.06908,1/49 Canterbury Road,CANTERBURY, MELBOURNE ,19892,0.4447732199030636,18,1,23,11,8,5
91203,-37.972893,145.04955,12 Lindsay Street,BEAUMARIS, TOWONG ,19866,0.8224585395190048,40,1,0,0,0,0
74637,-37.90264,145.06306,156 Leila Road,CARNEGIE, MELBOURNE ,19919,1.4359340592357384,22,1,23,11,8,5
70259,-37.860783,145.09067,67 Baker Parade,ASHBURTON, DAREBIN ,19848,0.8299811217219417,27,1,41,21,15,8
37669,-37.64002,145.0371,66 Northumberland Drive,EPPING, FRANKSTON ,20005,1.5077737671610911,51,1,3,3,2,1
52579,-37.831825,144.99164,190 Cubitt Street,CREMORNE, WELLINGTON ,19959,0.7399679922791836,9,1,0,0,0,0
68139,-37.846096,145.00954,51 Canterbury Road,TOORAK, MANNINGHAM ,19946,0.6471625949004695,14,1,11,6,4,2
58698,-37.809887,145.18193,2/42 Efron Street,NUNAWADING, STONNINGTON ,19900,1.2639784143880815,30,1,19,4,3,1
97014,-38.000416,145.27533,7 Rebecca Mac Court,HALLAM, GLEN EIRA ,19885,1.9890678507960127,50,1,15,4,2,1
57167,-37.830196,145.08543,22 Selwyn Street,CANTERBURY, MELBOURNE ,19894,0.714664981930988,22,1,23,11,8,5
10014,-37.784904,144.92874,124 Pinoak Crescent,FLEMINGTON, WHITTLESEA ,20040,0.27054726652558575,10,1,152,69,45,23
96725,-38.01504,145.27646,3 Fernshaw Gardens,HALLAM, GLEN EIRA ,19885,0.6585351303537104,50,1,15,4,2,1
72558,-37.855995,145.25917,7 Coventry Place,BAYSWATER, INDIGO ,19870,1.772763459883463,41,1,-1,0,0,0
33669,-37.710777,145.00482,11A O'Connor Street,RESERVOIR, EAST GIPPSLAND ,20009,0.5231693439764383,41,1,1,0,0,0
26741,-37.60271,144.92856,4 Axminster Drive,CRAIGIEBURN, YARRA RANGES ,40221,1.3056939285809779,41,1,5,3,2,1
60350,-37.819973,145.19888,9/14-16 McGhee Avenue,MITCHAM, PORT PHILLIP ,19900,0.6456963563139329,30,1,25,8,5,3
47950,-37.798046,145.02826,16 Collins Street,KEW, SOUTH GIPPSLAND ,19931,2.2038946157442716,28,1,2,0,0,0
72594,-37.83808,145.25876,8 Lawrence Court,BAYSWATER, INDIGO ,19870,0.919029725750355,41,1,-1,0,0,0
34200,-37.70906,145.01932,2/117 Rathcown Road,RESERVOIR, EAST GIPPSLAND ,20009,0.8727991049665292,41,1,1,0,0,0
62348,-37.79676,145.24937,84 Jeffrey Drive,RINGWOOD, MACEDON RANGES ,19879,1.6943755633413409,38,1,1,1,1,0
19750,-37.676823,144.89903,45 Elizabeth street,WESTMEADOWS, LODDON ,20030,1.9411309264278487,32,1,0,0,0,0
33002,-37.749832,145.02037,6 Bingo Street,PRESTON, BOROONDARA ,20013,1.8417580619663825,33,1,12,3,2,1
41937,-37.742897,145.09021,25 Rutherford Road,VIEWBANK, MANNINGHAM ,19936,2.118751298663503,36,1,11,6,4,2
50857,-37.793633,145.1228,16 Boyd Street,DONCASTER, MORELAND ,20042,2.851071016243415,22,1,111,50,47,25
17706,-37.707333,144.9166,784 Pascoe Vale Road,GLENROY, WYNDHAM ,20032,0.31610232803011945,28,1,99,43,33,20
23943,-37.70027,144.96246,12 Lovely Street,FAWKNER, MONASH ,19961,0.31933071162958576,30,1,16,4,3,2
8616,-37.747646,144.75131,7 Binalong Court,BURNSIDE, MOYNE ,20001,4.257798900022551,31,1,0,0,0,0
84543,-37.876274,144.97902,1 Thackeray Street,ELWOOD, MORELAND ,19947,4.070460627396512,12,1,111,50,47,25
69052,-37.850937,145.0418,30 Cressy Street,MALVERN, BAW BAW ,19944,2.028262580413896,18,1,3,0,0,0
74025,-37.869057,145.29631,8 Sassafras Court,BORONIA, TOWONG ,19868,1.4102660246876053,46,1,0,0,0,0
68933,-37.86353,145.03487,212 Wattletree Road,MALVERN, BAW BAW ,19944,0.5759894656603888,18,1,3,0,0,0
65945,-37.76105,145.32808,2 Landscape Drive,MOOROOLBARK, WEST WIMMERA ,19876,1.8341949862259892,51,1,0,0,0,0
42711,-37.761333,145.05577,98A Studley Road,EAGLEMONT, MORELAND ,19934,0.2978777759594887,33,1,111,50,47,25
5096,-37.86426,144.84259,26 Sussex Street,SEAHOLME, WHITEHORSE ,20022,7.454792869556484,17,1,12,1,1,1
39780,-37.707554,145.07387,16 Gleeson Drive,BUNDOORA, WODONGA ,19984,0.9528754261443558,42,1,3,0,0,0
38298,-37.77178,145.03006,42 Keith Street,ALPHINGTON,BANYULE ,19931,0.7438908651447604,28,1,22,12,7,4
69016,-37.86094,145.03706,29 Dixon Street,MALVERN, BAW BAW ,19944,0.9034313489355948,18,1,3,0,0,0
40759,-37.6792,145.05156,5 Gazania Terrace,BUNDOORA, WODONGA ,20007,3.2855489490392826,46,1,3,0,0,0
27810,-37.58551,144.93097,8 Renfrey Place,CRAIGIEBURN, YARRA RANGES ,40221,2.1170208316474954,41,1,5,3,2,1
51567,-37.77857,145.11172,6 Rosine Court,DONCASTER, MORELAND ,19896,4.580744870946139,25,1,111,50,47,25
75661,-37.898006,145.10492,12 Mercer Street,OAKLEIGH EAST, STONNINGTON ,19916,1.4654156417723478,28,1,19,4,3,1
22333,-37.751083,144.95251,23 Clarendon Street,COBURG, MOONEE VALLEY ,19966,0.9025347927853952,21,1,41,17,12,6
54425,-37.81839,145.02217,34 Barton Street,HAWTHORN, YARRA ,19905,0.38781318201725196,10,1,15,7,5,3
24822,-37.67831,144.96268,7 Plane Court,CAMPBELLFIELD, STRATHBOGIE ,19960,1.9560237202549746,34,1,0,0,0,0
17663,-37.71132,144.91736,732  PASCOE VALE ROAD,GLENROY, WYNDHAM ,20032,0.7551215559847547,28,1,99,43,33,20
13479,-37.71488,144.77116,8 Darriwill Close,DELAHEY, BULOKE ,20000,1.5538415844962403,34,1,0,0,0,0
85168,-37.87798,144.98997,98 Tennyson Street,ELWOOD, MORELAND ,19945,3.520637051684878,16,1,111,50,47,25
58636,-37.827686,145.18187,18 Lorikeet Street,NUNAWADING, STONNINGTON ,19899,0.9990670596968168,28,1,19,4,3,1
53257,-37.82071,144.9917,40 Rowena Parade,RICHMOND, EAST GIPPSLAND ,19908,0.39818058775716847,6,1,1,0,0,0
31801,-37.74851,144.9847,125 Oakover Road,PRESTON, BOROONDARA ,20013,1.4010391601111625,33,1,12,3,2,1
52877,-37.82912,145.01048,28 Gibdon Street,BURNLEY, STRATHBOGIE ,19906,0.3105351008591669,8,1,0,0,0,0
93295,-37.99856,145.08438,385 Nepean Highway,MORDIALLOC, PORT PHILLIP ,19864,0.9333997272927232,45,1,25,8,5,3
37575,-37.63895,145.03758,59 Northumberland Drive,EPPING, FRANKSTON ,20005,1.6339178220246904,51,1,3,3,2,1
7643,-37.735058,144.82146,8 Calverton Road,KEALBA, BASS COAST ,20002,2.177795136372005,28,1,0,0,0,0
20826,-37.762764,144.97104,23 Ashmore Street,BRUNSWICK, MARIBYRNONG ,19967,0.9268664522663739,18,1,22,7,5,3
87233,-37.920696,145.00291,94 Dendy Street,BRIGHTON, HUME ,19938,2.901401846143923,32,1,332,214,155,80
37722,-37.649036,145.05576,7 Primrose Place,EPPING, FRANKSTON ,45795,0.9939991587364804,54,1,3,3,2,1
74088,-37.866848,145.2941,9 Westmere Drive,BORONIA, TOWONG ,19869,1.1115498167519646,44,1,0,0,0,0
7014,-37.783672,144.84286,8 Dorothy Avenue,SUNSHINE, KNOX ,20021,1.032021229158039,20,1,23,5,3,2
92370,-37.984566,145.06862,6 Rogers Street,MENTONE, WEST WIMMERA ,19865,0.42677443618548805,43,1,0,0,0,0
1503,-37.794197,144.88208,89 Summerhill Road,FOOTSCRAY, WHITTLESEA ,20023,0.8940804655588549,15,1,152,69,45,23
15898,-37.705242,144.8818,1/30 Banksia Grove,TULLAMARINE, CENTRAL GOLDFIELDS ,20032,3.1200189485885894,28,1,0,0,0,0
6947,-37.780197,144.82167,7 Hamel Street,ALBION, MOIRA ,20004,0.38914222401767945,23,1,0,0,0,0
63037,-37.830177,145.25249,6 Wendy Court,HEATHMONT, HORSHAM ,19871,0.7273173650877501,37,1,0,0,0,0
12645,-37.708683,144.76138,20 Torro Walk,SYDENHAM, HEPBURN ,20000,1.4062201950342579,34,1,-1,0,0,0
72355,-37.856346,145.25566,391 Boronia Road,BAYSWATER, INDIGO ,19870,1.962411879780442,41,1,-1,0,0,0
47218,-37.7207,145.15053,46 John Street,ELTHAM, FRANKSTON ,19987,0.8307797361074866,52,1,3,3,2,1
57681,-37.82818,145.14748,16 Haydn Street,BLACKBURN, GREATER GEELONG ,19898,0.9296885717975637,26,1,1,2,2,1
14179,-37.74767,144.90643,27 Spencer Street,ESSENDON, NILLUMBIK ,20037,1.2653071459714507,16,1,4,1,1,1
23701,-37.655975,144.89488,55 Haddington Crescent,GREENVALE, HORSHAM ,44817,2.8036023433365775,35,1,0,0,0,0
17765,-37.699623,144.93584,83 Maude Avenue,GLENROY, WYNDHAM ,20032,1.7284372019425385,28,1,99,43,33,20
31976,-37.731194,144.99437,16 Bartlett Street,PRESTON, BOROONDARA ,20011,0.8023947126691555,37,1,12,3,2,1
86940,-37.90367,144.99675,6 Sheridan Court,BRIGHTON, HUME ,19940,3.723319478058071,28,1,332,214,155,80
9587,-37.84783,144.72719,57 Marquands Road,TRUGANINA, CENTRAL GOLDFIELDS ,20021,11.399375150156029,20,1,0,0,0,0
89835,-37.97185,145.06923,10 Shipston Road,CHELTENHAM, YARRA RANGES ,19865,1.1703640746889727,43,1,5,3,2,1
49540,-37.80909,145.0955,47 Narrak Road,BALWYN, HOBSONS BAY ,19896,1.449610407698962,25,1,20,14,15,10
